structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3
"Infralimbic area, layer 5",0,0,0,0.134171875,0.128234375,0.26240625,0,0
"Inferior colliculus, external nucleus",0,0,0,0.83134375,0.798453125,1.629796875,0,0
Dorsomedial nucleus of the hypothalamus,0,0,0,0.128671875,0.12621875,0.254890625,0,0
"Agranular insular area, dorsal part, layer 6b",0,0,0,0.017921875,0.020421875,0.03834375,0,0
oculomotor nerve,0,0,0,0.003046875,0.0029375,0.005984375,0,0
"Superior colliculus, zonal layer",0,0,0,0.156,0.173515625,0.329515625,0,0
Ectorhinal area/Layer 1,0,0,0,0.11003125,0.089953125,0.199984375,0,0
"Primary somatosensory area, nose, layer 2/3",0,0,0,0.280765625,0.28146875,0.562234375,0,0
trapezoid body,0,0,0,0.13959375,0.147890625,0.287484375,0,0
"Superior colliculus, superficial gray layer",0,0,0,0.50375,0.52103125,1.02478125,0,0
Parasubiculum,0,0,0,0.291953125,0.282421875,0.574375,0,0
Dentate nucleus,0,0,0,0.09478125,0.087828125,0.182609375,0,0
"Primary auditory area, layer 5",0,0,0,0.300109375,0.252140625,0.55225,0,0
optic nerve,0,0,0,0.02425,0.026171875,0.050421875,0,0
"Visceral area, layer 6b",0,0,0,0.024671875,0.016296875,0.04096875,0,0
uncinate fascicle,0,0,0,0.037203125,0.0348125,0.072015625,0,0
"Superior colliculus, optic layer",0,0,0,0.2850625,0.297,0.5820625,0,0
Parvicellular reticular nucleus,0,0,0,0.96971875,0.9115625,1.88128125,0,0
"Primary somatosensory area, upper limb, layer 2/3",0,0,0,0.417109375,0.405671875,0.82278125,0,0
"Visceral area, layer 6a",0,0,0,0.25996875,0.174375,0.43434375,0,0
Parasolitary nucleus,0,0,0,0.014109375,0.014640625,0.02875,0,0
"Supplemental somatosensory area, layer 6a",0,0,0,0.9560625,0.750703125,1.706765625,0,0
ventral spinocerebellar tract,0,0,0,0.114046875,0.108234375,0.22228125,0,0
"Posterolateral visual area, layer 4",0,0,0,0.01115625,0.0123125,0.02346875,0,0
Dorsal nucleus raphe,0,0,0,0.08225,0.12678125,0.20903125,0,0
"Supplemental somatosensory area, layer 1",0,0,0,0.550578125,0.44221875,0.992796875,0,0
Parabigeminal nucleus,0,0,0,0.01740625,0.01721875,0.034625,0,0
"Primary somatosensory area, mouth, layer 1",0,0,0,0.35571875,0.40246875,0.7581875,0,0
Dorsal tegmental nucleus,0,0,0,0.075359375,0.073609375,0.14896875,0,0
"Primary motor area, Layer 6b",0,0,0,0.07765625,0.081078125,0.158734375,0,0
amygdalar capsule,0,0,0,0.06896875,0.061953125,0.130921875,0,0
"Perirhinal area, layer 2/3",0,0,0,0.1385,0.110875,0.249375,0,0
"Primary somatosensory area, nose, layer 6a",0,0,0,0.36146875,0.32971875,0.6911875,0,0
"Supplemental somatosensory area, layer 6b",0,0,0,0.097046875,0.075640625,0.1726875,0,0
"Visceral area, layer 1",0,0,0,0.1511875,0.10028125,0.25146875,0,0
"anterior commissure, olfactory limb",0,0,0,0.288296875,0.2859375,0.574234375,0,0
"Posterolateral visual area, layer 5",0,0,0,0.07715625,0.075125,0.15228125,0,0
External cuneate nucleus,0,0,0,0.084671875,0.08946875,0.174140625,0,0
"Anterolateral visual area, layer 2/3",0,0,0,0.080625,0.08096875,0.16159375,0,0
Paracentral nucleus,0,0,0,0.106140625,0.104578125,0.21071875,0,0
"anterior commissure, temporal limb",0,0,0,0.07821875,0.098375,0.17659375,0,0
"Orbital area, medial part, layer 6a",0,0,0,0.07303125,0.066078125,0.139109375,0,0
trochlear nerve,0,0,0,0.00409375,0.003859375,0.007953125,0,0
Lingula (I),0,0,0,0.062765625,0.069328125,0.13209375,0,0
Posterodorsal preoptic nucleus,0,0,0,0.00465625,0.004953125,0.009609375,0,0
brachium of the superior colliculus,0,0,0,0.088796875,0.092109375,0.18090625,0,0
"Anterior cingulate area, dorsal part, layer 6a",0,0,0,0.3094375,0.308296875,0.617734375,0,0
cerebal peduncle,0,0,0,0.330859375,0.3435,0.674359375,0,0
"Anterior cingulate area, dorsal part, layer 6b",0,0,0,0.01025,0.01071875,0.02096875,0,0
"Primary somatosensory area, nose, layer 6b",0,0,0,0.0249375,0.022015625,0.046953125,0,0
Pontine gray,0,0,0,0.354703125,0.35625,0.710953125,0,0
"Anterior cingulate area, dorsal part, layer 1",0,0,0,0.235859375,0.3023125,0.538171875,0,0
Declive (VI),0,0,0,1.0218125,0.996796875,2.018609375,0,0
"Nucleus ambiguus, dorsal division",0,0,0,0.009171875,0.008265625,0.0174375,0,0
cingulum bundle,0,0,0,0.50721875,0.512078125,1.019296875,0,0
Folium-tuber vermis (VII),0,0,0,0.335484375,0.3344375,0.669921875,0,0
"Primary somatosensory area, upper limb, layer 6a",0,0,0,0.398515625,0.3761875,0.774703125,0,0
vomeronasal nerve,0,0,0,0.004609375,0.00434375,0.008953125,0,0
"Primary somatosensory area, mouth, layer 4",0,0,0,0.411859375,0.4476875,0.859546875,0,0
Pyramus (VIII),0,0,0,0.430125,0.433546875,0.863671875,0,0
"Endopiriform nucleus, dorsal part",0,0,0,0.719546875,0.695390625,1.4149375,0,0
"Primary auditory area, layer 6a",0,0,0,0.123515625,0.104234375,0.22775,0,0
"corpus callosum, anterior forceps",0,0,0,0.35809375,0.353984375,0.712078125,0,0
Uvula (IX),0,0,0,0.90240625,0.93478125,1.8371875,0,0
"Ventral auditory area, layer 1",0,0,0,0.13184375,0.106453125,0.238296875,0,0
Piriform area,0,0,0,4.50559375,4.4994375,9.00503125,0,0
"Secondary motor area, layer 2/3",0,0,0,1.666203125,1.627234375,3.2934375,0,0
"Lateral reticular nucleus, parvicellular part",0,0,0,0.022046875,0.0204375,0.042484375,0,0
"corpus callosum, extreme capsule",0,0,0,0.040625,0.033546875,0.074171875,0,0
"Retrosplenial area, lateral agranular part, layer 2/3",0,0,0,0.2204375,0.234625,0.4550625,0,0
"Endopiriform nucleus, ventral part",0,0,0,0.382640625,0.39984375,0.782484375,0,0
Nodulus (X),0,0,0,0.696640625,0.722078125,1.41871875,0,0
"Orbital area, ventrolateral part, layer 1",0,0,0,0.14096875,0.12009375,0.2610625,0,0
"Paragigantocellular reticular nucleus, dorsal part",0,0,0,0.19171875,0.184328125,0.376046875,0,0
"corpus callosum, posterior forceps",0,0,0,0.509875,0.519796875,1.029671875,0,0
"Lateral visual area, layer 2/3",0,0,0,0.11040625,0.110921875,0.221328125,0,0
"Primary somatosensory area, mouth, layer 5",0,0,0,0.52303125,0.55515625,1.0781875,0,0
Lobule II,0,0,0,0.665875,0.669953125,1.335828125,0,0
Ectorhinal area/Layer 6a,0,0,0,0.163265625,0.12975,0.293015625,0,0
Dorsal premammillary nucleus,0,0,0,0.041375,0.04121875,0.08259375,0,0
"Primary somatosensory area, barrel field, layer 1",0,0,0,0.3484375,0.346421875,0.694859375,0,0
Fasciola cinerea,0,0,0,0.026046875,0.02575,0.051796875,0,0
Lobule III,0,0,0,1.042078125,1.03065625,2.072734375,0,0
"corpus callosum, splenium",0,0,0,0.29996875,0.302328125,0.602296875,0,0
Ectorhinal area/Layer 5,0,0,0,0.22003125,0.17215625,0.3921875,0,0
Fastigial nucleus,0,0,0,0.19825,0.192078125,0.390328125,0,0
"Ventral auditory area, layer 4",0,0,0,0.0946875,0.073640625,0.168328125,0,0
"Agranular insular area, dorsal part, layer 1",0,0,0,0.16475,0.181875,0.346625,0,0
root,0,0,0,1.37528125,1.451703125,2.826984375,0,0
Fundus of striatum,0,0,0,0.153078125,0.197109375,0.3501875,0,0
Ventral premammillary nucleus,0,0,0,0.065,0.06425,0.12925,0,0
"Primary auditory area, layer 6b",0,0,0,0.022265625,0.019109375,0.041375,0,0
"Primary somatosensory area, trunk, layer 1",0,0,0,0.0660625,0.06921875,0.13528125,0,0
Simple lobule,0,0,0,1.8,1.77678125,3.57678125,0,0
fiber tracts,0,0,0,0.679109375,0.64765625,1.326765625,0,0
"Visceral area, layer 4",0,0,0,0.0845,0.05575,0.14025,0,0
olfactory nerve layer of main olfactory bulb,0,0,0,1.5205,1.222828125,2.743328125,0,0
Posterior complex of the thalamus,0,0,0,0.61503125,0.579703125,1.194734375,0,0
"Globus pallidus, external segment",0,0,0,0.727265625,0.688625,1.415890625,0,0
"Ventral auditory area, layer 5",0,0,0,0.2568125,0.20403125,0.46084375,0,0
Paramedian lobule,0,0,0,1.383703125,1.44953125,2.833234375,0,0
"Primary somatosensory area, upper limb, layer 6b",0,0,0,0.03115625,0.0298125,0.06096875,0,0
Posterior limiting nucleus of the thalamus,0,0,0,0.0920625,0.096640625,0.188703125,0,0
"Primary somatosensory area, lower limb, layer 1",0,0,0,0.10915625,0.104015625,0.213171875,0,0
"Globus pallidus, internal segment",0,0,0,0.185796875,0.182078125,0.367875,0,0
Copula pyramidis,0,0,0,0.809546875,0.832578125,1.642125,0,0
"Supplemental somatosensory area, layer 4",0,0,0,0.51196875,0.407375,0.91934375,0,0
Postsubiculum,0,0,0,0.392453125,0.40125,0.793703125,0,0
"Primary somatosensory area, barrel field, layer 6a",0,0,0,0.5528125,0.52740625,1.08021875,0,0
Gracile nucleus,0,0,0,0.03903125,0.03946875,0.0785,0,0
Paraflocculus,0,0,0,1.252328125,1.2516875,2.504015625,0,0
Peripeduncular nucleus,0,0,0,0.0263125,0.026125,0.0524375,0,0
Ectorhinal area/Layer 6b,0,0,0,0.023875,0.017890625,0.041765625,0,0
"Anteromedial visual area, layer 6a",0,0,0,0.048109375,0.050375,0.098484375,0,0
"Primary somatosensory area, barrel field, layer 4",0,0,0,0.5236875,0.516046875,1.039734375,0,0
Flocculus,0,0,0,0.311265625,0.288109375,0.599375,0,0
direct tectospinal pathway,0,0,0,4.69E-05,0,4.69E-05,0,
"Infralimbic area, layer 6a",0,0,0,0.0838125,0.079875,0.1636875,0,0
Crus 1,0,0,0,1.619890625,1.669984375,3.289875,0,0
"Visceral area, layer 5",0,0,0,0.332203125,0.217078125,0.54928125,0,0
doral tegmental decussation,0,0,0,0.00371875,0.003625,0.00734375,0,0
Posterior pretectal nucleus,0,0,0,0.06328125,0.068953125,0.132234375,0,0
"Primary somatosensory area, barrel field, layer 6b",0,0,0,0.064,0.060671875,0.124671875,0,0
Crus 2,0,0,0,1.39753125,1.525765625,2.923296875,0,0
"Anteromedial visual area, layer 2/3",0,0,0,0.065765625,0.07175,0.137515625,0,0
Parapyramidal nucleus,0,0,0,0.0569375,0.05328125,0.11021875,0,0
"Primary somatosensory area, barrel field, layer 5",0,0,0,0.498546875,0.48378125,0.982328125,0,0
"Medial geniculate complex, dorsal part",0,0,0,0.074203125,0.072515625,0.14671875,0,0
"Anterolateral visual area, layer 1",0,0,0,0.048015625,0.04859375,0.096609375,0,0
"Medial geniculate complex, ventral part",0,0,0,0.120796875,0.1215,0.242296875,0,0
"Infralimbic area, layer 6b",0,0,0,0.005171875,0.0039375,0.009109375,0,0
Presubiculum,0,0,0,0.3146875,0.3055625,0.62025,0,0
"Secondary motor area, layer 6b",0,0,0,0.033046875,0.032703125,0.06575,0,0
"Primary somatosensory area, trunk, layer 4",0,0,0,0.053734375,0.053,0.106734375,0,0
"Medial geniculate complex, medial part",0,0,0,0.1108125,0.1134375,0.22425,0,0
Hippocampal formation,0,0,0,0.14090625,0.140078125,0.280984375,0,0
"Supplemental somatosensory area, layer 5",0,0,0,0.9716875,0.76490625,1.73659375,0,0
Lobules IV-V,0,0,0,2.2400625,2.2044375,4.4445,0,0
external medullary lamina of the thalamus,0,0,0,0.058921875,0.049265625,0.1081875,0,0
"Anteromedial nucleus, dorsal part",0,0,0,0.11075,0.117734375,0.228484375,0,0
"Agranular insular area, dorsal part, layer 5",0,0,0,0.532046875,0.598296875,1.13034375,0,0
"Primary somatosensory area, mouth, layer 6a",0,0,0,0.7205625,0.726609375,1.447171875,0,0
"Anteromedial nucleus, ventral part",0,0,0,0.07403125,0.07946875,0.1535,0,0
Intercalated amygdalar nucleus,0,0,0,0.071203125,0.0768125,0.148015625,0,0
"Visceral area, layer 2/3",0,0,0,0.249796875,0.158828125,0.408625,0,0
genu of corpus callosum,0,0,0,0.368015625,0.38409375,0.752109375,0,0
Parastrial nucleus,0,0,0,0.033890625,0.04115625,0.075046875,0,0
Interanterodorsal nucleus of the thalamus,0,0,0,0.05284375,0.05465625,0.1075,0,0
"Anterolateral visual area, layer 4",0,0,0,0.041671875,0.04171875,0.083390625,0,0
Interanteromedial nucleus of the thalamus,0,0,0,0.018234375,0.020921875,0.03915625,0,0
"Entorhinal area, lateral part, layer 1",0,0,0,0.344984375,0.323828125,0.6688125,0,0
inferior cerebellar peduncle,0,0,0,0.20953125,0.1935,0.40303125,0,0
"Orbital area, ventrolateral part, layer 5",0,0,0,0.232484375,0.202375,0.434859375,0,0
"Tuberomammillary nucleus, dorsal part",0,0,0,0.010984375,0.01096875,0.021953125,0,0
"Temporal association areas, layer 2/3",0,0,0,0.285484375,0.242515625,0.528,0,0
"Nucleus of the lateral olfactory tract, layer 3",0,0,0,0.022140625,0.024359375,0.0465,0,0
Median eminence,0,0,0,0.0255,0.0315625,0.0570625,0,0
"Dentate gyrus, molecular layer",0,0,0,1.78959375,1.79596875,3.5855625,0,0
"Dentate gyrus, polymorph layer",0,0,0,0.283453125,0.2844375,0.567890625,0,0
"Primary somatosensory area, unassigned, layer 1",0,0,0,0.068859375,0.06959375,0.138453125,0,0
"Primary somatosensory area, unassigned, layer 2/3",0,0,0,0.135890625,0.13484375,0.270734375,0,0
"Primary somatosensory area, unassigned, layer 4",0,0,0,0.0766875,0.075234375,0.151921875,0,0
"Primary somatosensory area, unassigned, layer 5",0,0,0,0.10521875,0.1029375,0.20815625,0,0
"Primary somatosensory area, unassigned, layer 6a",0,0,0,0.12471875,0.117171875,0.241890625,0,0
"Primary somatosensory area, unassigned, layer 6b",0,0,0,0.010625,0.009859375,0.020484375,0,0
"Anterior area, layer 1",0,0,0,0.080140625,0.082875,0.163015625,0,0
"Anterior area, layer 2/3",0,0,0,0.143796875,0.15009375,0.293890625,0,0
"Anterior area, layer 4",0,0,0,0.054078125,0.055375,0.109453125,0,0
"Anterior area, layer 5",0,0,0,0.125640625,0.129375,0.255015625,0,0
"Anterior area, layer 6a",0,0,0,0.083140625,0.0841875,0.167328125,0,0
"Anterior area, layer 6b",0,0,0,0.01478125,0.015390625,0.030171875,0,0
"Laterointermediate area, layer 1",0,0,0,0.027921875,0.02721875,0.055140625,0,0
"Laterointermediate area, layer 2/3",0,0,0,0.043015625,0.04228125,0.085296875,0,0
"Laterointermediate area, layer 4",0,0,0,0.0206875,0.020671875,0.041359375,0,0
"Laterointermediate area, layer 5",0,0,0,0.0531875,0.049859375,0.103046875,0,0
"Laterointermediate area, layer 6a",0,0,0,0.027875,0.026265625,0.054140625,0,0
"Laterointermediate area, layer 6b",0,0,0,0.00615625,0.00575,0.01190625,0,0
"Rostrolateral area, layer 1",0,0,0,0.066296875,0.068828125,0.135125,0,0
"Rostrolateral area, layer 2/3",0,0,0,0.107,0.112,0.219,0,0
"Rostrolateral area, layer 4",0,0,0,0.057078125,0.05971875,0.116796875,0,0
"Rostrolateral area, layer 5",0,0,0,0.09540625,0.099515625,0.194921875,0,0
"Rostrolateral area, layer 6a",0,0,0,0.05971875,0.062515625,0.122234375,0,0
"Rostrolateral area, layer 6b",0,0,0,0.010859375,0.012140625,0.023,0,0
"Postrhinal area, layer 1",0,0,0,0.08128125,0.079390625,0.160671875,0,0
"Postrhinal area, layer 2/3",0,0,0,0.119171875,0.1145625,0.233734375,0,0
"Postrhinal area, layer 4",0,0,0,0.02025,0.019234375,0.039484375,0,0
"Postrhinal area, layer 5",0,0,0,0.121265625,0.11275,0.234015625,0,0
"Postrhinal area, layer 6a",0,0,0,0.056421875,0.0520625,0.108484375,0,0
"Postrhinal area, layer 6b",0,0,0,0.0103125,0.009359375,0.019671875,0,0
Prosubiculum,0,0,0,0.445203125,0.446890625,0.89209375,0,0
Area prostriata,0,0,0,0.111453125,0.10778125,0.219234375,0,0
supra-callosal cerebral white matter,0,0,0,0.4654375,0.42809375,0.89353125,0,0
"corpus callosum, body",0,0,0,1.339515625,1.284796875,2.6243125,0,0
optic radiation,0,0,0,0.810953125,0.7158125,1.526765625,0,0
auditory radiation,0,0,0,0.195328125,0.162578125,0.35790625,0,0
commissural branch of stria terminalis,0,0,0,0.014234375,0.014546875,0.02878125,0,0
"Dorsal part of the lateral geniculate complex, shell",0,0,0,0.102671875,0.099,0.201671875,0,0
"Dorsal part of the lateral geniculate complex, core",0,0,0,0.224078125,0.19984375,0.423921875,0,0
"Dorsal part of the lateral geniculate complex, ipsilateral zone",0,0,0,0.04934375,0.046484375,0.095828125,0,0
"Frontal pole, layer 5",0,0,0,0.1323125,0.11490625,0.24721875,0,0
"Frontal pole, layer 6a",0,0,0,0.042828125,0.038109375,0.0809375,0,0
"Frontal pole, layer 6b",0,0,0,0.000453125,0.000390625,0.00084375,0,0
"Orbital area, medial part, layer 6b",0,0,0,0.0015,0.001390625,0.002890625,0,0
Retroparafascicular nucleus,0,0,0,0.026140625,0.02803125,0.054171875,0,0
Accessory trigeminal nucleus,0,0,0,0.0075625,0.00665625,0.01421875,0,0
Parvicellular motor 5 nucleus,0,0,0,0.027375,0.0258125,0.0531875,0,0
Intertrigeminal nucleus,0,0,0,0.016140625,0.014515625,0.03065625,0,0
Ethmoid nucleus of the thalamus,0,0,0,0.109546875,0.109109375,0.21865625,0,0
Xiphoid thalamic nucleus,0,0,0,0.02665625,0.0445,0.07115625,0,0
Posterior intralaminar thalamic nucleus,0,0,0,0.074125,0.077234375,0.151359375,0,0
Posterior triangular thalamic nucleus,0,0,0,0.122140625,0.128203125,0.25034375,0,0
Intermediate geniculate nucleus,0,0,0,0.010671875,0.01040625,0.021078125,0,0
Ventromedial preoptic nucleus,0,0,0,0.018203125,0.01946875,0.037671875,0,0
Hippocampo-amygdalar transition area,0,0,0,0.1475,0.15809375,0.30559375,0,0
Paratrigeminal nucleus,0,0,0,0.03675,0.038640625,0.075390625,0,0
Vestibulocerebellar nucleus,0,0,0,0.037578125,0.03659375,0.074171875,0,0
Subcommissural organ,0,0,0,0.00515625,0.007203125,0.012359375,0,0
Posterodorsal tegmental nucleus,0,0,0,0.038234375,0.03646875,0.074703125,0,0
"Medial mammillary nucleus, lateral part",0,0,0,0.0700625,0.070109375,0.140171875,0,0
"Medial mammillary nucleus, medial part",0,0,0,0.042984375,0.045421875,0.08840625,0,0
"Medial mammillary nucleus, posterior part",0,0,0,0.011,0.013453125,0.024453125,0,0
"Medial mammillary nucleus, dorsal part",0,0,0,0.0244375,0.026015625,0.050453125,0,0
Paratrochlear nucleus,0,0,0,0.0106875,0.00996875,0.02065625,0,0
Paranigral nucleus,0,0,0,0.008515625,0.00834375,0.016859375,0,0
"Interpeduncular nucleus, rostral",0,0,0,0.0265625,0.032171875,0.058734375,0,0
"Interpeduncular nucleus, caudal",0,0,0,0.021875,0.02884375,0.05071875,0,0
"Interpeduncular nucleus, apical",0,0,0,0.00853125,0.012328125,0.020859375,0,0
"Interpeduncular nucleus, lateral",0,0,0,0.022703125,0.022953125,0.04565625,0,0
"Interpeduncular nucleus, intermediate",0,0,0,0.011203125,0.0120625,0.023265625,0,0
"Interpeduncular nucleus, dorsomedial",0,0,0,0.0073125,0.00815625,0.01546875,0,0
"Interpeduncular nucleus, dorsolateral",0,0,0,0.014734375,0.01475,0.029484375,0,0
"Interpeduncular nucleus, rostrolateral",0,0,0,0.00671875,0.0066875,0.01340625,0,0
Supraoculomotor periaqueductal gray,0,0,0,0.02446875,0.02509375,0.0495625,0,0
